,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Laws and Regulations,State Incentives,Utility/Private Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1,Population,Total Sq. Mi.,Total Sq. Km.
5855,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,127.0,Gender,Female,3076190.0,"56,273","145,746"
5856,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from diseases of the heart,,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5857,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,325.3,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5858,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5859,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,344.8,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5860,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from diseases of the heart,249.0,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5861,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,442.4,Gender,Female,3076190.0,"56,273","145,746"
5862,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,694.1,Gender,Male,3076190.0,"56,273","145,746"
5863,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from diseases of the heart,43.8,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5864,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from diseases of the heart,29.5,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5865,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from diseases of the heart,227.9,Overall,Overall,3076190.0,"56,273","145,746"
5866,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5867,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from coronary heart disease,174.2,Gender,Male,3076190.0,"56,273","145,746"
5868,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5869,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5870,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,34.4,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5871,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from diseases of the heart,223.7,Gender,Female,3076190.0,"56,273","145,746"
5872,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,286.7,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5873,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,116.7,Overall,Overall,3076190.0,"56,273","145,746"
5874,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5875,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5876,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5877,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,93.0,Race/Ethnicity,"Black, non-Hispanic",3076190.0,"56,273","145,746"
5878,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,148.7,Gender,Male,3076190.0,"56,273","145,746"
5879,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,102.1,Gender,Male,3076190.0,"56,273","145,746"
5880,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,817.9,Race/Ethnicity,"Black, non-Hispanic",3076190.0,"56,273","145,746"
5881,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5882,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5883,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,163.8,Race/Ethnicity,"Black, non-Hispanic",3076190.0,"56,273","145,746"
5884,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,297.6,Overall,Overall,3076190.0,"56,273","145,746"
5885,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,307.9,Gender,Female,3076190.0,"56,273","145,746"
5886,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,141.6,Race/Ethnicity,"Black, non-Hispanic",3076190.0,"56,273","145,746"
5887,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,294.5,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5888,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,128.6,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5889,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,277.8,Overall,Overall,3076190.0,"56,273","145,746"
5890,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,865.4,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5891,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from heart failure,131.1,Gender,Female,3076190.0,"56,273","145,746"
5892,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,141.8,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5893,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,311.8,Gender,Male,3076190.0,"56,273","145,746"
5894,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from coronary heart disease,173.0,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5895,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,246.9,Gender,Female,3076190.0,"56,273","145,746"
5896,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from coronary heart disease,158.4,Overall,Overall,3076190.0,"56,273","145,746"
5897,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5898,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,567.9,Overall,Overall,3076190.0,"56,273","145,746"
5899,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",162.5,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5900,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",575.3,Gender,Male,3076190.0,"56,273","145,746"
5901,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from coronary heart disease,20.3,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5902,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",611.5,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5903,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Mortality from total cardiovascular diseases,64.1,Race/Ethnicity,Asian or Pacific Islander,3076190.0,"56,273","145,746"
5904,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",236.5,Race/Ethnicity,American Indian or Alaska Native,3076190.0,"56,273","145,746"
5905,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,Premature mortality among adults aged 45-64 years,570.9,Race/Ethnicity,"White, non-Hispanic",3076190.0,"56,273","145,746"
5906,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",127.1,Race/Ethnicity,Hispanic,3076190.0,"56,273","145,746"
5907,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",559.6,Overall,Overall,3076190.0,"56,273","145,746"
5908,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",268.0,Race/Ethnicity,"Black, non-Hispanic",3076190.0,"56,273","145,746"
5909,IA,2012,53709131,1766165,1171230,0,10,10,6,0.046629822,"Invasive cancer (all sites combined), incidence",544.1,Gender,Female,3076190.0,"56,273","145,746"
5910,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,,Gender,Male,3092997.0,"56,273","145,746"
5911,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,,Race/Ethnicity,Hispanic,3092997.0,"56,273","145,746"
5912,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5913,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,11.6,Overall,Overall,3092997.0,"56,273","145,746"
5914,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",3092997.0,"56,273","145,746"
5915,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,14.8,Gender,Female,3092997.0,"56,273","145,746"
5916,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,3092997.0,"56,273","145,746"
5917,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Asthma mortality rate,10.6,Race/Ethnicity,"White, non-Hispanic",3092997.0,"56,273","145,746"
5918,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,141.8,Overall,Overall,3092997.0,"56,273","145,746"
5919,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,289.1,Race/Ethnicity,"White, non-Hispanic",3092997.0,"56,273","145,746"
5920,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,97.6,Race/Ethnicity,"Black, non-Hispanic",3092997.0,"56,273","145,746"
5921,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,310.0,Gender,Male,3092997.0,"56,273","145,746"
5922,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,250.8,Gender,Female,3092997.0,"56,273","145,746"
5923,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3092997.0,"56,273","145,746"
5924,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,3092997.0,"56,273","145,746"
5925,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,279.0,Overall,Overall,3092997.0,"56,273","145,746"
5926,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3092997.0,"56,273","145,746"
5927,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,203.6,Race/Ethnicity,"Black, non-Hispanic",3092997.0,"56,273","145,746"
5928,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,3092997.0,"56,273","145,746"
5929,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5930,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5931,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,149.1,Gender,Male,3092997.0,"56,273","145,746"
5932,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,135.2,Gender,Female,3092997.0,"56,273","145,746"
5933,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from total cardiovascular diseases,145.4,Race/Ethnicity,"Black, non-Hispanic",3092997.0,"56,273","145,746"
5934,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from heart failure,38.8,Race/Ethnicity,"Black, non-Hispanic",3092997.0,"56,273","145,746"
5935,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5936,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from total cardiovascular diseases,71.2,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5937,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from total cardiovascular diseases,33.2,Race/Ethnicity,Hispanic,3092997.0,"56,273","145,746"
5938,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from coronary heart disease,172.1,Race/Ethnicity,"White, non-Hispanic",3092997.0,"56,273","145,746"
5939,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from coronary heart disease,31.1,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5940,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from diseases of the heart,217.8,Gender,Female,3092997.0,"56,273","145,746"
5941,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from diseases of the heart,249.0,Race/Ethnicity,"White, non-Hispanic",3092997.0,"56,273","145,746"
5942,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from heart failure,118.7,Overall,Overall,3092997.0,"56,273","145,746"
5943,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from diseases of the heart,20.7,Race/Ethnicity,Hispanic,3092997.0,"56,273","145,746"
5944,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from coronary heart disease,156.1,Overall,Overall,3092997.0,"56,273","145,746"
5945,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from diseases of the heart,46.0,Race/Ethnicity,Asian or Pacific Islander,3092997.0,"56,273","145,746"
5946,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from total cardiovascular diseases,,Race/Ethnicity,American Indian or Alaska Native,3092997.0,"56,273","145,746"
5947,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from total cardiovascular diseases,323.7,Race/Ethnicity,"White, non-Hispanic",3092997.0,"56,273","145,746"
5948,IA,2013,51815222,1626488,1008033,0,10,9,6,0.041200044,Mortality from heart failure,,Race/Ethnicity,Hispanic,3092997.0,"56,273","145,746"
