,Year,STATE,Question,DataValue,StratificationCategory1,Stratification1
837,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,224.1,Overall,Overall
838,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,55.4,Race/Ethnicity,"Black, non-Hispanic"
839,2017,AZ,Premature mortality among adults aged 45-64 years,299.4,Race/Ethnicity,Asian or Pacific Islander
840,2017,AZ,Mortality from total cardiovascular diseases,90.2,Race/Ethnicity,Asian or Pacific Islander
841,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,49.1,Race/Ethnicity,American Indian or Alaska Native
842,2017,AZ,Mortality from heart failure,83.7,Overall,Overall
843,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,127.1,Overall,Overall
844,2017,AZ,Mortality from diseases of the heart,58.9,Race/Ethnicity,Hispanic
845,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,58.3,Race/Ethnicity,Asian or Pacific Islander
846,2017,AZ,Mortality from diseases of the heart,176.7,Overall,Overall
847,2017,AZ,Mortality from heart failure,90.1,Gender,Male
848,2017,AZ,Mortality from coronary heart disease,139.6,Gender,Male
849,2017,AZ,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
850,2017,AZ,Premature mortality among adults aged 45-64 years,651.3,Race/Ethnicity,"White, non-Hispanic"
851,2014,AZ,Premature mortality among adults aged 45-64 years,471.2,Gender,Female
852,2017,AZ,Mortality from total cardiovascular diseases,87.7,Race/Ethnicity,Hispanic
853,2017,AZ,Asthma mortality rate,,Race/Ethnicity,Hispanic
854,2017,AZ,Mortality from diseases of the heart,111.8,Race/Ethnicity,"Black, non-Hispanic"
855,2017,AZ,Mortality from coronary heart disease,112.3,Overall,Overall
856,2017,AZ,Mortality from diseases of the heart,256.2,Race/Ethnicity,"White, non-Hispanic"
857,2017,AZ,Asthma mortality rate,8.9,Gender,Male
858,2017,AZ,Mortality from heart failure,27.2,Race/Ethnicity,Hispanic
859,2017,AZ,Mortality from coronary heart disease,85.2,Gender,Female
860,2017,AZ,Mortality from coronary heart disease,42.4,Race/Ethnicity,Asian or Pacific Islander
861,2017,AZ,Premature mortality among adults aged 45-64 years,827.1,Race/Ethnicity,"Black, non-Hispanic"
862,2017,AZ,Mortality from total cardiovascular diseases,338.8,Race/Ethnicity,"White, non-Hispanic"
863,2017,AZ,Mortality from total cardiovascular diseases,169.0,Race/Ethnicity,"Black, non-Hispanic"
864,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,34.7,Race/Ethnicity,Asian or Pacific Islander
865,2017,AZ,Premature mortality among adults aged 45-64 years,456.1,Race/Ethnicity,Hispanic
866,2017,AZ,Mortality from total cardiovascular diseases,151.6,Race/Ethnicity,American Indian or Alaska Native
867,2017,AZ,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
868,2017,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,243.6,Gender,Male
869,2017,AZ,Mortality from total cardiovascular diseases,237.9,Overall,Overall
870,2017,AZ,Asthma mortality rate,15.0,Race/Ethnicity,"White, non-Hispanic"
871,2017,AZ,Asthma mortality rate,13.1,Overall,Overall
872,2017,AZ,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
873,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,127.4,Gender,Female
874,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,281.9,Race/Ethnicity,"White, non-Hispanic"
875,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,37.1,Race/Ethnicity,Asian or Pacific Islander
876,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,25.1,Race/Ethnicity,Asian or Pacific Islander
877,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,249.9,Gender,Male
878,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,129.7,Gender,Male
879,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,160.1,Race/Ethnicity,"White, non-Hispanic"
880,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,209.8,Gender,Female
881,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,36.0,Race/Ethnicity,American Indian or Alaska Native
882,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,128.5,Overall,Overall
883,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,68.5,Race/Ethnicity,Hispanic
884,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,35.3,Race/Ethnicity,Hispanic
885,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,228.9,Overall,Overall
886,2016,AZ,Mortality from heart failure,75.0,Gender,Female
887,2016,AZ,Asthma mortality rate,18.4,Race/Ethnicity,"White, non-Hispanic"
888,2016,AZ,Mortality from coronary heart disease,162.1,Race/Ethnicity,"White, non-Hispanic"
889,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,80.0,Race/Ethnicity,American Indian or Alaska Native
890,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,85.6,Race/Ethnicity,"Black, non-Hispanic"
891,2016,AZ,Mortality from total cardiovascular diseases,328.8,Race/Ethnicity,"White, non-Hispanic"
892,2016,AZ,Mortality from total cardiovascular diseases,79.3,Race/Ethnicity,Asian or Pacific Islander
893,2016,AZ,Mortality from total cardiovascular diseases,232.3,Overall,Overall
894,2016,AZ,Asthma mortality rate,15.6,Overall,Overall
895,2016,AZ,Premature mortality among adults aged 45-64 years,835.2,Gender,Male
896,2016,AZ,Mortality from total cardiovascular diseases,175.0,Race/Ethnicity,"Black, non-Hispanic"
897,2016,AZ,Mortality from heart failure,117.9,Race/Ethnicity,"White, non-Hispanic"
898,2016,AZ,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
899,2016,AZ,Premature mortality among adults aged 45-64 years,652.8,Overall,Overall
900,2016,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,163.9,Race/Ethnicity,"Black, non-Hispanic"
901,2016,AZ,Mortality from total cardiovascular diseases,86.1,Race/Ethnicity,Hispanic
902,2016,AZ,Mortality from diseases of the heart,148.1,Gender,Female
903,2016,AZ,Mortality from coronary heart disease,75.8,Race/Ethnicity,"Black, non-Hispanic"
904,2016,AZ,Mortality from diseases of the heart,51.6,Race/Ethnicity,Asian or Pacific Islander
905,2016,AZ,Premature mortality among adults aged 45-64 years,480.8,Gender,Female
906,2016,AZ,Mortality from heart failure,86.9,Gender,Male
907,2016,AZ,Premature mortality among adults aged 45-64 years,1154.0,Race/Ethnicity,American Indian or Alaska Native
908,2016,AZ,Mortality from coronary heart disease,87.7,Gender,Female
909,2016,AZ,Mortality from total cardiovascular diseases,137.2,Race/Ethnicity,American Indian or Alaska Native
910,2016,AZ,Premature mortality among adults aged 45-64 years,671.8,Race/Ethnicity,"White, non-Hispanic"
911,2016,AZ,Mortality from heart failure,47.7,Race/Ethnicity,American Indian or Alaska Native
912,2016,AZ,Mortality from diseases of the heart,172.5,Overall,Overall
913,2016,AZ,Mortality from heart failure,27.8,Race/Ethnicity,Hispanic
914,2016,AZ,Asthma mortality rate,19.5,Gender,Female
915,2016,AZ,Mortality from coronary heart disease,31.2,Race/Ethnicity,Asian or Pacific Islander
916,2016,AZ,Premature mortality among adults aged 45-64 years,317.5,Race/Ethnicity,Asian or Pacific Islander
917,2016,AZ,Mortality from coronary heart disease,138.4,Gender,Male
918,2016,AZ,Mortality from heart failure,47.2,Race/Ethnicity,"Black, non-Hispanic"
919,2016,AZ,Mortality from coronary heart disease,38.7,Race/Ethnicity,Hispanic
920,2016,AZ,Mortality from heart failure,21.6,Race/Ethnicity,Asian or Pacific Islander
921,2016,AZ,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
922,2016,AZ,Mortality from coronary heart disease,112.9,Overall,Overall
923,2016,AZ,Mortality from diseases of the heart,247.4,Race/Ethnicity,"White, non-Hispanic"
924,2016,AZ,Mortality from diseases of the heart,59.5,Race/Ethnicity,Hispanic
925,2016,AZ,Mortality from total cardiovascular diseases,211.4,Gender,Female
926,2016,AZ,Asthma mortality rate,9.8,Race/Ethnicity,Hispanic
927,2016,AZ,Premature mortality among adults aged 45-64 years,813.9,Race/Ethnicity,"Black, non-Hispanic"
928,2016,AZ,Mortality from coronary heart disease,65.0,Race/Ethnicity,American Indian or Alaska Native
929,2016,AZ,Mortality from diseases of the heart,100.5,Race/Ethnicity,American Indian or Alaska Native
930,2016,AZ,Mortality from diseases of the heart,122.3,Race/Ethnicity,"Black, non-Hispanic"
931,2016,AZ,Mortality from heart failure,80.9,Overall,Overall
932,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,38.3,Race/Ethnicity,Hispanic
933,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,61.5,Race/Ethnicity,"Black, non-Hispanic"
934,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,128.2,Overall,Overall
935,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,133.1,Gender,Male
936,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,160.7,Race/Ethnicity,"White, non-Hispanic"
937,2015,AZ,Asthma mortality rate,8.0,Gender,Male
938,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,201.3,Gender,Female
939,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,25.1,Race/Ethnicity,Asian or Pacific Islander
940,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,40.2,Race/Ethnicity,Asian or Pacific Islander
941,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,271.4,Race/Ethnicity,"White, non-Hispanic"
942,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,241.1,Gender,Male
943,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,125.1,Race/Ethnicity,"Black, non-Hispanic"
944,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,123.8,Gender,Female
945,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,220.2,Overall,Overall
946,2015,AZ,Mortality from coronary heart disease,55.0,Race/Ethnicity,American Indian or Alaska Native
947,2015,AZ,Mortality from coronary heart disease,31.1,Race/Ethnicity,Asian or Pacific Islander
948,2015,AZ,Mortality from heart failure,76.9,Gender,Female
949,2015,AZ,Mortality from coronary heart disease,155.5,Race/Ethnicity,"White, non-Hispanic"
950,2015,AZ,Mortality from heart failure,23.7,Race/Ethnicity,Asian or Pacific Islander
951,2015,AZ,Mortality from diseases of the heart,189.7,Gender,Male
952,2015,AZ,Mortality from total cardiovascular diseases,323.3,Race/Ethnicity,"White, non-Hispanic"
953,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,69.8,Race/Ethnicity,American Indian or Alaska Native
954,2015,AZ,Asthma mortality rate,,Race/Ethnicity,Hispanic
955,2015,AZ,Premature mortality among adults aged 45-64 years,660.9,Race/Ethnicity,"White, non-Hispanic"
956,2015,AZ,Premature mortality among adults aged 45-64 years,1083.0,Race/Ethnicity,American Indian or Alaska Native
957,2015,AZ,Mortality from diseases of the heart,146.3,Gender,Female
958,2015,AZ,Mortality from total cardiovascular diseases,82.6,Race/Ethnicity,Hispanic
959,2015,AZ,Premature mortality among adults aged 45-64 years,478.5,Gender,Female
960,2015,AZ,Mortality from diseases of the heart,167.8,Overall,Overall
961,2015,AZ,Premature mortality among adults aged 45-64 years,233.7,Race/Ethnicity,Asian or Pacific Islander
962,2015,AZ,Mortality from coronary heart disease,68.8,Race/Ethnicity,"Black, non-Hispanic"
963,2015,AZ,Mortality from total cardiovascular diseases,210.1,Gender,Female
964,2015,AZ,Mortality from heart failure,45.6,Race/Ethnicity,American Indian or Alaska Native
965,2015,AZ,Mortality from coronary heart disease,108.5,Overall,Overall
966,2015,AZ,Asthma mortality rate,14.4,Race/Ethnicity,"White, non-Hispanic"
967,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,34.9,Race/Ethnicity,American Indian or Alaska Native
968,2015,AZ,Mortality from coronary heart disease,39.6,Race/Ethnicity,Hispanic
969,2015,AZ,Premature mortality among adults aged 45-64 years,467.2,Race/Ethnicity,Hispanic
970,2015,AZ,Mortality from heart failure,79.0,Gender,Male
971,2015,AZ,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
972,2015,AZ,Mortality from heart failure,77.9,Overall,Overall
973,2015,AZ,Mortality from heart failure,28.6,Race/Ethnicity,Hispanic
974,2015,AZ,Mortality from diseases of the heart,58.7,Race/Ethnicity,Hispanic
975,2015,AZ,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
976,2015,AZ,Mortality from total cardiovascular diseases,168.2,Race/Ethnicity,"Black, non-Hispanic"
977,2015,AZ,Premature mortality among adults aged 45-64 years,635.2,Overall,Overall
978,2015,AZ,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
979,2015,AZ,Mortality from coronary heart disease,84.3,Gender,Female
980,2015,AZ,Mortality from total cardiovascular diseases,227.6,Overall,Overall
981,2015,AZ,Asthma mortality rate,14.3,Gender,Female
982,2015,AZ,Premature mortality among adults aged 45-64 years,767.4,Race/Ethnicity,"Black, non-Hispanic"
983,2015,AZ,Mortality from diseases of the heart,240.8,Race/Ethnicity,"White, non-Hispanic"
984,2015,AZ,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,77.2,Race/Ethnicity,Hispanic
985,2015,AZ,Mortality from diseases of the heart,49.5,Race/Ethnicity,Asian or Pacific Islander
986,2015,AZ,Mortality from coronary heart disease,133.0,Gender,Male
